start,end,street_name,time
1061531790,42431089,West93rdStreet,34.15730851619645
42466960,42466959,LewisAvenue,16.6807229299363
42466959,42466957,LewisAvenue,16.213441525423733
42516599,42500969,FranklinStreet,9.602318619928235
1112485522,103887074,WashingtonStreet,23.42036666666666
42466957,42466950,LewisAvenue,15.402548106796115
103133482,103243257,AndersonAvenue,4.916527727272729
42860170,42860167,WoodhavenBoulevard,17.165540263157894
42516653,42499144,BartlettStreet,29.61169374999999
42516104,42516101,StewartAvenue,15.05516
42860677,42844321,47thAvenue,12.18077847328244
42466950,42466947,LewisAvenue,15.109867918781722
42516101,42516104,StewartAvenue,6.7732199999999985
42466655,42476048,BartelPritchardSquare,6.75443312182741
42860164,42860167,WoodhavenBoulevard,17.90067985185186
1112485531,103886478,EssexStreet,3.1662833333333333
42860164,42860161,WoodhavenBoulevard,6.0430725
42516686,42497899,RockawayAvenue,10.0711016
42466947,42466943,LewisAvenue,15.422543815789476
42517547,42471197,8thAvenue,11.274142861356928
596646112,42781969,CrossBronxExpresswayServiceRoad,8.983524761904762
42860161,42860164,WoodhavenBoulevard,4.785157749774976
103869089,2404083356,HarborBoulevard,154.95139999999995
42909611,42899999,LibertyAvenue,14.9535
42466943,42466939,LewisAvenue,15.435810179372199
42859361,42884882,MyrtleAvenue,8.737735625000003
1061531717,42432764,West107thStreet,23.022633674521337
42516094,42516097,16thStreet,30.17956991735537
103874385,103867694,43rdStreet,12.0412
42859358,42884877,78thAvenue,10.722237619047617
42466939,42466932,LewisAvenue,14.209521843971643
42516187,42513012,VanBruntStreet,11.717160217391305
103874306,103869974,PalisadeAvenue,4.518537368421051
42762472,42742432,ButternutStreet,27.440025
103874191,103873490,MarshallStreet,18.655139000000002
42910230,42880497,91stStreet,38.42135000000001
42466932,42466929,LewisAvenue,14.033745113636366
622232010,2839943360,KingslandAvenue,4.49161963414634
42768142,2795602476,ReverendJamesA.PoliteAvenue,24.728805079365074
42516182,42513008,ColumbiaStreet,9.890374049079751
42466929,42466926,LewisAvenue,15.371725627009655
42516078,42516084,16thStreet,14.275633541666664
1061531757,42431005,West73rdStreet,49.21947035488112
42466926,42466923,LewisAvenue,13.766625298013244
42466923,42467004,LewisAvenue,6.531066666666668
103874296,103869961,MonroeStreet,18.847084000000013
42810988,42810990,CatalpaAvenue,4.535534999999999
42810988,42810985,CatalpaAvenue,6.914116666666668
42466921,42467004,Broadway,10.60094630063609
103874294,103869960,JeffersonStreet,19.60068269565217
42466923,42466921,LewisAvenue,10.900600220588233
